,date,poll,start,end,n,party,share
4822,2017-12-21,allensbach,2017-12-01,2017-12-14,1443.0,AfD,0.11
4823,2017-11-30,allensbach,2017-11-22,2017-11-27,1299.0,AfD,0.11
4824,2017-10-25,allensbach,2017-10-07,2017-10-19,1454.0,AfD,0.12
4825,2021-09-16,emnid,2021-09-08,2021-09-14,1543.0,AfD,0.12
4826,2021-09-09,emnid,2021-09-01,2021-09-07,1901.0,AfD,0.12
4827,2021-02-09,emnid,2021-08-25,2021-08-31,1439.0,AfD,0.11
4828,2021-08-26,emnid,2021-08-18,2021-08-24,1919.0,AfD,0.11
4829,2021-08-19,emnid,2021-08-11,2021-08-17,1920.0,AfD,0.11
4830,2021-11-08,emnid,2021-08-04,2021-08-10,1446.0,AfD,0.11
4831,2021-04-08,emnid,2021-07-28,2021-08-03,1413.0,AfD,0.11
4832,2021-07-30,emnid,2021-07-20,2021-07-27,1441.0,AfD,0.11
4833,2021-07-23,emnid,2021-07-14,2021-07-20,1421.0,AfD,0.11
4834,2021-07-16,emnid,2021-07-07,2021-07-13,1495.0,AfD,0.11
4835,2021-10-07,emnid,2021-06-29,2021-07-06,1405.0,AfD,0.11
4836,2021-02-07,emnid,2021-06-23,2021-06-29,1418.0,AfD,0.11
4837,2021-06-25,emnid,2021-06-15,2021-06-22,1430.0,AfD,0.1
4838,2021-06-18,emnid,2021-06-09,2021-06-15,1413.0,AfD,0.1
4839,2021-11-06,emnid,2021-06-02,2021-06-08,1421.0,AfD,0.11
4840,2021-05-06,emnid,2021-05-26,2021-06-01,1419.0,AfD,0.11
4841,2021-05-28,emnid,2021-05-19,2021-05-25,1422.0,AfD,0.12
4842,2021-05-21,emnid,2021-05-11,2021-05-18,1445.0,AfD,0.11
4843,2021-05-15,emnid,2021-05-06,2021-05-11,1428.0,AfD,0.11
4844,2021-08-05,emnid,2021-04-29,2021-05-05,1910.0,AfD,0.1
4845,2021-01-05,emnid,2021-04-22,2021-04-28,1442.0,AfD,0.1
4846,2021-04-24,emnid,2021-04-15,2021-04-21,1225.0,AfD,0.1
4847,2021-04-18,emnid,2021-04-08,2021-04-14,1437.0,AfD,0.11
4848,2021-11-04,emnid,2021-03-31,2021-04-07,1448.0,AfD,0.11
4849,2021-04-04,emnid,2021-03-25,2021-03-31,1429.0,AfD,0.1
4850,2021-03-27,emnid,2021-03-18,2021-03-24,1447.0,AfD,0.1
4851,2021-03-20,emnid,2021-03-11,2021-03-17,1942.0,AfD,0.1
4852,2021-03-14,emnid,2021-03-04,2021-03-10,2378.0,AfD,0.11
4853,2021-07-03,emnid,2021-02-25,2021-03-03,2410.0,AfD,0.1
4854,2021-02-27,emnid,2021-02-18,2021-02-24,1869.0,AfD,0.09
4855,2021-02-20,emnid,2021-02-11,2021-02-17,1905.0,AfD,0.09
4856,2021-02-14,emnid,2021-02-04,2021-02-10,1569.0,AfD,0.1
4857,2021-07-02,emnid,2021-01-28,2021-02-03,1412.0,AfD,0.09
4858,2021-01-31,emnid,2021-01-21,2021-01-27,1427.0,AfD,0.09
4859,2021-01-24,emnid,2021-01-14,2021-01-20,1922.0,AfD,0.09
4860,2021-01-17,emnid,2021-01-05,2021-01-13,2398.0,AfD,0.1
4861,2020-12-19,emnid,2020-12-10,2020-12-16,2401.0,AfD,0.1
4862,2020-12-13,emnid,2020-12-03,2020-12-09,2374.0,AfD,0.1
4863,2020-06-12,emnid,2020-11-26,2020-12-02,1438.0,AfD,0.1
4864,2020-11-29,emnid,2020-11-19,2020-11-25,1517.0,AfD,0.09
4865,2020-11-22,emnid,2020-11-12,2020-11-18,1927.0,AfD,0.09
4866,2020-11-15,emnid,2020-11-05,2020-11-11,2405.0,AfD,0.09
4867,2020-08-11,emnid,2020-10-29,2020-11-04,1415.0,AfD,0.09
4868,2020-01-11,emnid,2020-10-22,2020-10-28,1987.0,AfD,0.1
4869,2020-10-24,emnid,2020-10-15,2020-10-21,1434.0,AfD,0.11
4870,2020-10-17,emnid,2020-10-08,2020-10-14,2407.0,AfD,0.1
4871,2020-11-10,emnid,2020-10-01,2020-10-07,1411.0,AfD,0.09
4872,2020-04-10,emnid,2020-09-22,2020-09-30,2397.0,AfD,0.11
4873,2020-09-27,emnid,2020-09-17,2020-09-23,1509.0,AfD,0.11
4874,2020-09-19,emnid,2020-09-10,2020-09-16,1534.0,AfD,0.11
4875,2020-09-13,emnid,2020-09-03,2020-09-09,1446.0,AfD,0.1
4876,2020-06-09,emnid,2020-08-27,2020-09-02,1447.0,AfD,0.11
4877,2020-08-30,emnid,2020-08-18,2020-08-26,1597.0,AfD,0.11
4878,2020-08-23,emnid,2020-08-13,2020-08-19,2107.0,AfD,0.1
4879,2020-08-16,emnid,2020-08-06,2020-08-12,1912.0,AfD,0.11
4880,2020-09-08,emnid,2020-07-30,2020-08-06,1564.0,AfD,0.11
4881,2020-02-08,emnid,2020-07-23,2020-07-29,1449.0,AfD,0.1
4882,2020-07-26,emnid,2020-07-16,2020-07-22,2031.0,AfD,0.11
4883,2020-07-18,emnid,2020-07-09,2020-07-15,1449.0,AfD,0.1
4884,2020-12-07,emnid,2020-07-02,2020-07-08,1426.0,AfD,0.11
4885,2020-04-07,emnid,2020-06-24,2020-07-02,1436.0,AfD,0.1
4886,2020-06-27,emnid,2020-06-18,2020-06-24,1550.0,AfD,0.1
4887,2020-06-20,emnid,2020-06-10,2020-06-17,2403.0,AfD,0.1
4888,2020-06-13,emnid,2020-06-04,2020-06-09,1934.0,AfD,0.09
4889,2020-06-06,emnid,2020-05-28,2020-06-03,1428.0,AfD,0.08
4890,2020-05-30,emnid,2020-05-20,2020-05-26,1934.0,AfD,0.09
4891,2020-05-23,emnid,2020-05-14,2020-05-19,1914.0,AfD,0.1
4892,2020-05-16,emnid,2020-05-07,2020-05-13,1559.0,AfD,0.11
4893,2020-09-05,emnid,2020-04-30,2020-05-06,1426.0,AfD,0.12
4894,2020-02-05,emnid,2020-04-22,2020-04-29,1443.0,AfD,0.12
4895,2020-04-25,emnid,2020-04-16,2020-04-22,2003.0,AfD,0.11
4896,2020-04-18,emnid,2020-04-09,2020-04-15,1534.0,AfD,0.09
4897,2020-11-04,emnid,2020-04-02,2020-04-08,1912.0,AfD,0.1
4898,2020-04-04,emnid,2020-03-25,2020-04-01,1426.0,AfD,0.11
4899,2020-03-28,emnid,2020-03-18,2020-03-25,1441.0,AfD,0.11
4900,2020-03-21,emnid,2020-03-12,2020-03-18,1603.0,AfD,0.13
4901,2020-03-14,emnid,2020-03-04,2020-03-11,1414.0,AfD,0.14
4902,2020-08-03,emnid,2020-02-27,2020-03-04,1423.0,AfD,0.14
4903,2020-01-03,emnid,2020-02-20,2020-02-27,1509.0,AfD,0.14
4904,2020-02-22,emnid,2020-02-13,2020-02-19,1417.0,AfD,0.14
4905,2020-02-15,emnid,2020-02-06,2020-02-12,1886.0,AfD,0.15
4906,2020-09-02,emnid,2020-01-30,2020-02-05,1889.0,AfD,0.15
4907,2020-01-02,emnid,2020-01-23,2020-01-29,1442.0,AfD,0.14
4908,2020-01-25,emnid,2020-01-16,2020-01-22,2100.0,AfD,0.15
4909,2020-01-18,emnid,2020-01-09,2020-01-15,2009.0,AfD,0.14
4910,2020-11-01,emnid,2020-12-19,2020-01-08,1829.0,AfD,0.14
4911,2019-12-21,emnid,2019-12-12,2019-12-18,1899.0,AfD,0.14
4912,2019-12-14,emnid,2019-12-05,2019-12-11,1978.0,AfD,0.13
4913,2019-07-12,emnid,2019-11-28,2019-12-04,1876.0,AfD,0.13
4914,2019-11-30,emnid,2019-11-20,2019-11-27,1910.0,AfD,0.14
4915,2019-11-23,emnid,2019-11-13,2019-11-20,1905.0,AfD,0.13
4916,2019-11-16,emnid,2019-11-07,2019-11-13,1525.0,AfD,0.14
4917,2019-09-11,emnid,2019-10-30,2019-11-06,1431.0,AfD,0.14
4918,2019-02-11,emnid,2019-10-24,2019-10-30,1920.0,AfD,0.15
4919,2019-10-26,emnid,2019-10-17,2019-10-23,1441.0,AfD,0.14
4920,2019-10-19,emnid,2019-10-10,2019-10-16,1444.0,AfD,0.13
4921,2019-12-10,emnid,2019-10-02,2019-10-09,1916.0,AfD,0.15
4922,2019-05-10,emnid,2019-09-26,2019-10-01,1449.0,AfD,0.15
4923,2019-09-28,emnid,2019-09-19,2019-09-25,1719.0,AfD,0.15
4924,2019-09-21,emnid,2019-09-12,2019-09-18,1639.0,AfD,0.14
4925,2019-09-14,emnid,2019-09-05,2019-09-11,2835.0,AfD,0.15
4926,2019-07-09,emnid,2019-08-29,2019-09-04,1884.0,AfD,0.14
4927,2019-08-31,emnid,2019-08-22,2019-08-28,1434.0,AfD,0.14
4928,2019-08-24,emnid,2019-08-15,2019-08-21,1555.0,AfD,0.14
4929,2019-08-17,emnid,2019-08-08,2019-08-14,1897.0,AfD,0.14
4930,2019-10-08,emnid,2019-08-01,2019-08-07,2388.0,AfD,0.14
4931,2019-03-08,emnid,2019-07-25,2019-07-31,1419.0,AfD,0.14
4932,2019-07-27,emnid,2019-07-18,2019-07-24,1520.0,AfD,0.13
4933,2019-07-20,emnid,2019-07-11,2019-07-17,1908.0,AfD,0.13
4934,2019-07-13,emnid,2019-07-04,2019-07-10,2377.0,AfD,0.13
4935,2019-06-07,emnid,2019-06-27,2019-07-03,2389.0,AfD,0.14
4936,2019-06-29,emnid,2019-06-21,2019-06-26,1906.0,AfD,0.14
4937,2019-06-22,emnid,2019-06-13,2019-06-18,1910.0,AfD,0.14
4938,2019-06-15,emnid,2019-06-06,2019-06-12,2377.0,AfD,0.13
4939,2019-08-06,emnid,2019-05-29,2019-06-05,1903.0,AfD,0.12
4940,2019-01-06,emnid,2019-05-23,2019-05-28,1413.0,AfD,0.13
4941,2019-05-25,emnid,2019-05-16,2019-05-22,1895.0,AfD,0.13
4942,2019-05-18,emnid,2019-05-09,2019-05-15,1975.0,AfD,0.13
4943,2019-11-05,emnid,2019-05-02,2019-05-08,2393.0,AfD,0.13
4944,2019-04-05,emnid,2019-04-25,2019-04-30,1903.0,AfD,0.13
4945,2019-04-27,emnid,2019-04-18,2019-04-24,1433.0,AfD,0.13
4946,2019-04-20,emnid,2019-04-11,2019-04-17,2709.0,AfD,0.13
4947,2019-04-13,emnid,2019-04-04,2019-04-10,2559.0,AfD,0.12
4948,2019-06-04,emnid,2019-03-28,2019-04-03,2335.0,AfD,0.12
4949,2019-03-30,emnid,2019-03-21,2019-03-27,2361.0,AfD,0.13
4950,2019-03-23,emnid,2019-03-14,2019-03-20,1518.0,AfD,0.14
4951,2019-03-16,emnid,2019-03-07,2019-03-13,1904.0,AfD,0.13
4952,2019-09-03,emnid,2019-02-28,2019-03-06,1906.0,AfD,0.14
4953,2019-02-03,emnid,2019-02-21,2019-02-27,1420.0,AfD,0.14
4954,2019-02-23,emnid,2019-02-14,2019-02-20,1511.0,AfD,0.13
4955,2019-02-16,emnid,2019-02-07,2019-02-13,1891.0,AfD,0.13
4956,2019-09-02,emnid,2019-01-31,2019-02-06,1900.0,AfD,0.13
4957,2019-02-02,emnid,2019-01-24,2019-01-30,1434.0,AfD,0.15
4958,2019-01-26,emnid,2019-01-17,2019-01-23,2017.0,AfD,0.14
4959,2019-01-19,emnid,2019-01-10,2019-01-16,1448.0,AfD,0.14
4960,2019-12-01,emnid,2019-01-03,2019-01-09,1964.0,AfD,0.14
4961,2018-12-22,emnid,2018-12-13,2018-12-19,1889.0,AfD,0.14
4962,2018-12-15,emnid,2018-12-06,2018-12-12,1997.0,AfD,0.14
4963,2018-08-12,emnid,2018-11-29,2018-12-05,2469.0,AfD,0.14
4964,2018-01-12,emnid,2018-11-22,2018-11-28,1531.0,AfD,0.15
4965,2018-11-24,emnid,2018-11-15,2018-11-21,2361.0,AfD,0.15
4966,2018-11-17,emnid,2018-11-08,2018-11-14,1987.0,AfD,0.15
4967,2018-10-11,emnid,2018-11-05,2018-11-07,1518.0,AfD,0.15
4968,2018-03-11,emnid,2018-10-25,2018-10-31,1815.0,AfD,0.15
4969,2018-10-27,emnid,2018-10-18,2018-10-24,1905.0,AfD,0.16
4970,2018-10-20,emnid,2018-10-11,2018-10-17,1609.0,AfD,0.15
4971,2018-10-13,emnid,2018-10-04,2018-10-10,1899.0,AfD,0.15
4972,2018-06-10,emnid,2018-09-27,2018-10-02,1515.0,AfD,0.16
4973,2018-09-29,emnid,2018-09-20,2018-09-26,1902.0,AfD,0.17
4974,2018-09-22,emnid,2018-09-13,2018-09-19,2368.0,AfD,0.16
4975,2018-09-15,emnid,2018-09-06,2018-09-12,1978.0,AfD,0.15
4976,2018-08-09,emnid,2018-08-30,2018-09-05,2472.0,AfD,0.15
4977,2018-01-09,emnid,2018-08-23,2018-08-29,2390.0,AfD,0.15
4978,2018-08-25,emnid,2018-08-16,2018-08-22,1891.0,AfD,0.14
4979,2018-08-18,emnid,2018-08-09,2018-08-15,2942.0,AfD,0.15
4980,2018-11-08,emnid,2018-08-02,2018-08-08,2502.0,AfD,0.14
4981,2018-04-08,emnid,2018-07-26,2018-08-01,2478.0,AfD,0.15
4982,2018-07-28,emnid,2018-07-19,2018-07-25,2001.0,AfD,0.15
4983,2018-07-21,emnid,2018-07-12,2018-07-18,2476.0,AfD,0.15
4984,2018-07-14,emnid,2018-07-05,2018-07-11,2368.0,AfD,0.16
4985,2018-07-07,emnid,2018-06-28,2018-07-04,1894.0,AfD,0.17
4986,2018-06-30,emnid,2018-06-21,2018-06-28,1954.0,AfD,0.14
4987,2018-06-23,emnid,2018-06-14,2018-06-20,2336.0,AfD,0.16
4988,2018-06-16,emnid,2018-06-07,2018-06-13,2310.0,AfD,0.15
4989,2018-09-06,emnid,2018-05-30,2018-06-06,1950.0,AfD,0.14
4990,2018-02-06,emnid,2018-05-24,2018-05-29,1397.0,AfD,0.15
4991,2018-05-26,emnid,2018-05-17,2018-05-23,1946.0,AfD,0.14
4992,2018-05-19,emnid,2018-05-09,2018-05-16,2030.0,AfD,0.14
4993,2018-12-05,emnid,2018-05-03,2018-05-08,1489.0,AfD,0.14
4994,2018-05-05,emnid,2018-04-26,2018-05-02,1507.0,AfD,0.14
4995,2018-04-28,emnid,2018-04-19,2018-04-25,2350.0,AfD,0.14
4996,2018-04-21,emnid,2018-04-12,2018-04-18,2437.0,AfD,0.13
4997,2018-04-14,emnid,2018-04-05,2018-04-11,1786.0,AfD,0.14
4998,2018-07-04,emnid,2018-03-29,2018-04-05,1414.0,AfD,0.13
4999,2018-03-31,emnid,2018-03-22,2018-03-28,1982.0,AfD,0.12
5000,2018-03-24,emnid,2018-03-15,2018-03-21,1972.0,AfD,0.13
5001,2018-03-17,emnid,2018-03-08,2018-03-14,1959.0,AfD,0.14
5002,2018-10-03,emnid,2018-03-01,2018-03-07,1869.0,AfD,0.13
5003,2018-03-03,emnid,2018-02-22,2018-02-28,1890.0,AfD,0.15
5004,2018-02-24,emnid,2018-02-15,2018-02-21,1985.0,AfD,0.15
5005,2018-02-17,emnid,2018-02-08,2018-02-14,1478.0,AfD,0.14
5006,2018-10-02,emnid,2018-02-01,2018-02-07,1226.0,AfD,0.12
5007,2018-03-02,emnid,2018-01-25,2018-01-31,1247.0,AfD,0.13
5008,2018-01-27,emnid,2018-01-18,2018-01-24,1513.0,AfD,0.12
5009,2018-01-20,emnid,2018-01-11,2018-01-17,1419.0,AfD,0.13
5010,2018-01-13,emnid,2018-01-04,2018-01-10,1899.0,AfD,0.13
5011,2018-06-01,emnid,2018-12-21,2018-01-03,1440.0,AfD,0.12
5012,2017-12-23,emnid,2017-12-14,2017-12-20,1861.0,AfD,0.12
5013,2017-12-16,emnid,2017-12-07,2017-12-13,1865.0,AfD,0.13
5014,2017-11-25,emnid,2017-11-20,2017-11-23,1225.0,AfD,0.11
5015,2017-11-18,emnid,2017-11-09,2017-11-15,1842.0,AfD,0.13
5016,2017-11-11,emnid,2017-11-02,2017-11-08,1392.0,AfD,0.13
5017,2017-10-28,emnid,2017-10-19,2017-10-25,2296.0,AfD,0.12
5018,2017-10-21,emnid,2017-10-12,2017-10-18,2304.0,AfD,0.12
5019,2017-10-14,emnid,2017-10-05,2017-10-11,1960.0,AfD,0.12
5020,2017-09-30,emnid,2017-09-25,2017-09-27,1038.0,AfD,0.12
5021,2017-12-08,emnid,2017-08-03,2017-08-09,1886.0,AfD,0.08
5022,2017-10-06,emnid,2017-06-01,2017-06-07,1398.0,AfD,0.08
5023,2017-11-03,emnid,2017-03-02,2017-03-08,1882.0,AfD,0.08
5024,2017-11-02,emnid,2017-02-02,2017-02-08,1966.0,AfD,0.1
5025,2021-09-21,forsa,2021-09-14,2021-09-20,2502.0,AfD,0.11
5026,2021-09-14,forsa,2021-09-07,2021-09-13,2501.0,AfD,0.11
5027,2021-07-09,forsa,2021-08-31,2021-09-06,2505.0,AfD,0.11
5028,2021-08-31,forsa,2021-08-24,2021-08-30,2508.0,AfD,0.11
5029,2021-08-24,forsa,2021-08-17,2021-08-23,2504.0,AfD,0.1
5030,2021-08-18,forsa,2021-08-10,2021-08-16,2501.0,AfD,0.1
5031,2021-11-08,forsa,2021-08-03,2021-08-09,2509.0,AfD,0.1
5032,2021-03-08,forsa,2021-07-27,2021-08-02,2502.0,AfD,0.1
5033,2021-07-28,forsa,2021-07-20,2021-07-26,2501.0,AfD,0.1
5034,2021-07-21,forsa,2021-07-13,2021-07-19,2503.0,AfD,0.1
5035,2021-07-14,forsa,2021-07-06,2021-07-12,2502.0,AfD,0.09
5036,2021-07-07,forsa,2021-06-29,2021-07-05,2505.0,AfD,0.1
5037,2021-06-30,forsa,2021-06-22,2021-06-28,2501.0,AfD,0.09
5038,2021-06-23,forsa,2021-06-15,2021-06-21,2502.0,AfD,0.09
5039,2021-06-16,forsa,2021-06-08,2021-06-14,2501.0,AfD,0.09
5040,2021-09-06,forsa,2021-06-01,2021-06-07,2501.0,AfD,0.09
5041,2021-02-06,forsa,2021-05-25,2021-05-31,2500.0,AfD,0.09
5042,2021-05-26,forsa,2021-05-18,2021-05-21,2004.0,AfD,0.1
5043,2021-05-19,forsa,2021-05-11,2021-05-17,2001.0,AfD,0.1
5044,2021-12-05,forsa,2021-05-04,2021-05-10,2501.0,AfD,0.1
5045,2021-12-05,forsa,2021-05-04,2021-05-10,2501.0,AfD,0.1
5046,2021-05-05,forsa,2021-04-27,2021-05-03,2508.0,AfD,0.1
5047,2021-04-28,forsa,2021-04-20,2021-04-26,2507.0,AfD,0.11
5048,2021-04-20,forsa,2021-04-20,2021-04-20,1502.0,AfD,0.11
5049,2021-04-20,forsa,2021-04-13,2021-04-16,2003.0,AfD,0.11
5050,2021-04-14,forsa,2021-04-06,2021-04-12,2500.0,AfD,0.11
5051,2021-07-04,forsa,2021-03-30,2021-04-01,1501.0,AfD,0.1
5052,2021-03-31,forsa,2021-03-23,2021-03-29,2503.0,AfD,0.11
5053,2021-03-24,forsa,2021-03-16,2021-03-22,2511.0,AfD,0.1
5054,2021-03-17,forsa,2021-03-09,2021-03-15,2501.0,AfD,0.1
5055,2021-10-03,forsa,2021-03-02,2021-03-08,2510.0,AfD,0.1
5056,2021-02-03,forsa,2021-02-25,2021-03-01,2501.0,AfD,0.09
5057,2021-02-23,forsa,2021-02-16,2021-02-22,2505.0,AfD,0.08
5058,2021-02-16,forsa,2021-02-09,2021-02-15,2502.0,AfD,0.08
5059,2021-09-02,forsa,2021-02-02,2021-02-08,2501.0,AfD,0.08
5060,2021-02-02,forsa,2021-01-26,2021-02-01,2503.0,AfD,0.08
5061,2021-01-26,forsa,2021-01-18,2021-01-25,3005.0,AfD,0.09
5062,2021-01-18,forsa,2021-01-16,2021-01-17,2014.0,AfD,0.09
5063,2021-01-18,forsa,2021-01-11,2021-01-15,2504.0,AfD,0.09
5064,2021-09-01,forsa,2021-01-04,2021-01-08,2503.0,AfD,0.08
5065,2020-12-26,forsa,2020-12-21,2020-12-23,1501.0,AfD,0.09
5066,2020-12-19,forsa,2020-12-14,2020-12-18,2505.0,AfD,0.08
5067,2020-12-12,forsa,2020-12-07,2020-12-11,2503.0,AfD,0.08
5068,2020-05-12,forsa,2020-11-30,2020-12-04,2507.0,AfD,0.08
5069,2020-11-28,forsa,2020-11-23,2020-11-27,2500.0,AfD,0.07
5070,2020-11-21,forsa,2020-11-16,2020-11-19,2505.0,AfD,0.09
5071,2020-11-14,forsa,2020-11-09,2020-11-13,2502.0,AfD,0.1
5072,2020-07-11,forsa,2020-11-02,2020-11-06,2502.0,AfD,0.1
5073,2020-10-31,forsa,2020-10-26,2020-10-30,2503.0,AfD,0.1
5074,2020-10-24,forsa,2020-10-19,2020-10-23,2503.0,AfD,0.09
5075,2020-10-17,forsa,2020-10-12,2020-10-16,2501.0,AfD,0.09
5076,2020-10-10,forsa,2020-10-05,2020-10-09,2504.0,AfD,0.09
5077,2020-03-10,forsa,2020-09-29,2020-10-02,2502.0,AfD,0.09
5078,2020-09-26,forsa,2020-09-21,2020-09-25,2504.0,AfD,0.09
5079,2020-09-19,forsa,2020-09-14,2020-09-18,2501.0,AfD,0.08
5080,2020-12-09,forsa,2020-09-07,2020-09-11,2501.0,AfD,0.09
5081,2020-05-09,forsa,2020-08-31,2020-09-04,2503.0,AfD,0.09
5082,2020-08-29,forsa,2020-08-24,2020-08-28,2502.0,AfD,0.09
5083,2020-08-22,forsa,2020-08-17,2020-08-21,2504.0,AfD,0.09
5084,2020-08-15,forsa,2020-08-10,2020-08-14,2501.0,AfD,0.09
5085,2020-08-08,forsa,2020-08-03,2020-08-07,2502.0,AfD,0.08
5086,2020-01-08,forsa,2020-07-27,2020-07-31,2504.0,AfD,0.08
5087,2020-07-25,forsa,2020-07-20,2020-07-24,2504.0,AfD,0.09
5088,2020-07-18,forsa,2020-07-13,2020-07-16,2501.0,AfD,0.09
5089,2020-11-07,forsa,2020-07-06,2020-07-10,2500.0,AfD,0.1
5090,2020-04-07,forsa,2020-06-29,2020-07-03,2503.0,AfD,0.1
5091,2020-06-27,forsa,2020-06-22,2020-06-26,2501.0,AfD,0.1
5092,2020-06-20,forsa,2020-06-15,2020-06-19,2501.0,AfD,0.09
5093,2020-06-13,forsa,2020-06-08,2020-06-13,2504.0,AfD,0.08
5094,2020-06-06,forsa,2020-06-02,2020-06-05,2002.0,AfD,0.08
5095,2020-05-30,forsa,2020-05-25,2020-05-29,2500.0,AfD,0.09
5096,2020-05-23,forsa,2020-05-18,2020-05-22,2002.0,AfD,0.09
5097,2020-05-16,forsa,2020-05-11,2020-05-15,2509.0,AfD,0.09
5098,2020-09-05,forsa,2020-05-04,2020-05-08,2503.0,AfD,0.1
5099,2020-02-05,forsa,2020-04-27,2020-04-30,2004.0,AfD,0.1
5100,2020-04-25,forsa,2020-04-20,2020-04-24,2505.0,AfD,0.09
5101,2020-04-18,forsa,2020-04-14,2020-04-17,2002.0,AfD,0.1
5102,2020-11-04,forsa,2020-04-06,2020-04-09,2001.0,AfD,0.1
5103,2020-04-04,forsa,2020-03-30,2020-04-03,2506.0,AfD,0.09
5104,2020-03-28,forsa,2020-03-23,2020-03-27,2511.0,AfD,0.09
5105,2020-03-26,forsa,2020-03-23,2020-03-25,1502.0,AfD,0.09
5106,2020-03-21,forsa,2020-03-16,2020-03-20,2504.0,AfD,0.09
5107,2020-03-14,forsa,2020-03-09,2020-03-13,2503.0,AfD,0.11
5108,2020-07-03,forsa,2020-03-02,2020-03-06,2503.0,AfD,0.11
5109,2020-02-29,forsa,2020-02-24,2020-02-28,2505.0,AfD,0.1
5110,2020-02-22,forsa,2020-02-17,2020-02-21,2504.0,AfD,0.1
5111,2020-02-15,forsa,2020-02-10,2020-02-14,2502.0,AfD,0.11
5112,2020-08-02,forsa,2020-02-03,2020-02-07,2503.0,AfD,0.1
5113,2020-01-02,forsa,2020-01-27,2020-01-31,2504.0,AfD,0.11
5114,2020-01-25,forsa,2020-01-20,2020-01-24,2507.0,AfD,0.12
5115,2020-01-18,forsa,2020-01-13,2020-01-17,2504.0,AfD,0.13
5116,2020-11-01,forsa,2020-01-06,2020-01-10,2503.0,AfD,0.13
5117,2019-12-21,forsa,2019-12-16,2019-12-20,2501.0,AfD,0.13
5118,2019-12-14,forsa,2019-12-09,2019-12-13,2502.0,AfD,0.13
5119,2019-07-12,forsa,2019-12-02,2019-12-06,2502.0,AfD,0.14
5120,2019-11-30,forsa,2019-11-25,2019-11-29,2500.0,AfD,0.13
5121,2019-11-23,forsa,2019-11-18,2019-11-22,2501.0,AfD,0.13
5122,2019-11-16,forsa,2019-11-11,2019-11-15,2501.0,AfD,0.13
5123,2019-09-11,forsa,2019-11-04,2019-11-08,2501.0,AfD,0.13
5124,2019-02-11,forsa,2019-10-28,2019-11-01,2502.0,AfD,0.13
5125,2019-10-26,forsa,2019-10-21,2019-10-25,2501.0,AfD,0.13
5126,2019-10-19,forsa,2019-10-14,2019-10-18,2501.0,AfD,0.13
5127,2019-12-10,forsa,2019-10-07,2019-10-11,2500.0,AfD,0.12
5128,2019-05-10,forsa,2019-09-30,2019-10-04,2505.0,AfD,0.13
5129,2019-09-28,forsa,2019-09-23,2019-09-27,2505.0,AfD,0.13
5130,2019-09-21,forsa,2019-09-16,2019-09-20,2500.0,AfD,0.13
5131,2019-09-14,forsa,2019-09-09,2019-09-13,2503.0,AfD,0.14
5132,2019-07-09,forsa,2019-09-02,2019-09-06,2503.0,AfD,0.13
5133,2019-08-31,forsa,2019-08-26,2019-08-30,2501.0,AfD,0.12
5134,2019-08-24,forsa,2019-08-19,2019-08-23,2504.0,AfD,0.13
5135,2019-08-17,forsa,2019-08-12,2019-08-16,2501.0,AfD,0.13
5136,2019-10-08,forsa,2019-08-05,2019-08-09,2503.0,AfD,0.13
5137,2019-03-08,forsa,2019-07-29,2019-08-02,2501.0,AfD,0.13
5138,2019-07-27,forsa,2019-07-22,2019-07-26,2502.0,AfD,0.13
5139,2019-07-20,forsa,2019-07-15,2019-07-19,2500.0,AfD,0.12
5140,2019-07-13,forsa,2019-07-08,2019-07-12,2500.0,AfD,0.13
5141,2019-06-07,forsa,2019-07-01,2019-07-05,2501.0,AfD,0.12
5142,2019-06-29,forsa,2019-06-24,2019-06-28,2501.0,AfD,0.12
5143,2019-06-22,forsa,2019-06-17,2019-06-21,2500.0,AfD,0.13
5144,2019-06-15,forsa,2019-06-11,2019-06-14,2001.0,AfD,0.13
5145,2019-08-06,forsa,2019-06-03,2019-06-07,2501.0,AfD,0.12
5146,2019-01-06,forsa,2019-05-27,2019-05-31,2001.0,AfD,0.11
5147,2019-05-27,forsa,2019-05-20,2019-05-24,2500.0,AfD,0.13
5148,2019-05-20,forsa,2019-05-13,2019-05-17,2503.0,AfD,0.13
5149,2019-05-13,forsa,2019-05-06,2019-05-10,2502.0,AfD,0.13
5150,2019-06-05,forsa,2019-04-29,2019-05-03,2002.0,AfD,0.13
5151,2019-04-29,forsa,2019-04-18,2019-04-24,2009.0,AfD,0.13
5152,2019-04-22,forsa,2019-04-15,2019-04-18,2004.0,AfD,0.13
5153,2019-04-13,forsa,2019-04-08,2019-04-12,2501.0,AfD,0.12
5154,2019-06-04,forsa,2019-04-01,2019-04-05,2501.0,AfD,0.12
5155,2019-03-30,forsa,2019-03-25,2019-03-29,2504.0,AfD,0.12
5156,2019-03-23,forsa,2019-03-18,2019-03-22,2501.0,AfD,0.11
5157,2019-03-16,forsa,2019-03-11,2019-03-15,2505.0,AfD,0.12
5158,2019-09-03,forsa,2019-03-04,2019-03-08,2501.0,AfD,0.12
5159,2019-04-03,forsa,2019-02-25,2019-03-01,2502.0,AfD,0.11
5160,2019-02-23,forsa,2019-02-18,2019-02-22,2501.0,AfD,0.12
5161,2019-02-16,forsa,2019-02-11,2019-02-15,2501.0,AfD,0.12
5162,2019-09-02,forsa,2019-02-04,2019-02-08,2500.0,AfD,0.12
