,date,poll,start,end,n,party,share
3635,2020-04-06,insa,2020-04-03,2020-04-06,2062.0,FDP,0.055
3636,2020-03-31,insa,2020-03-27,2020-03-30,2061.0,FDP,0.065
3637,2020-03-23,insa,2020-03-20,2020-03-23,2070.0,FDP,0.065
3638,2020-03-16,insa,2020-03-13,2020-03-16,2049.0,FDP,0.065
3639,2020-03-09,insa,2020-03-06,2020-03-09,2050.0,FDP,0.065
3640,2020-03-03,insa,2020-02-28,2020-03-02,2061.0,FDP,0.06
3641,2020-02-25,insa,2020-02-21,2020-02-24,2033.0,FDP,0.07
3642,2020-02-18,insa,2020-02-14,2020-02-17,2065.0,FDP,0.075
3643,2020-02-11,insa,2020-02-07,2020-02-10,2086.0,FDP,0.08
3644,2020-02-03,insa,2020-01-31,2020-02-03,2059.0,FDP,0.09
3645,2020-01-27,insa,2020-01-24,2020-01-27,2081.0,FDP,0.09
3646,2020-01-21,insa,2020-01-17,2020-01-20,2122.0,FDP,0.085
3647,2020-01-14,insa,2020-01-10,2020-01-13,2040.0,FDP,0.095
3648,2020-01-06,insa,2020-01-03,2020-01-06,2048.0,FDP,0.09
3649,2019-12-24,insa,2019-12-20,2019-12-23,2034.0,FDP,0.1
3650,2019-12-16,insa,2019-12-13,2019-12-16,2020.0,FDP,0.085
3651,2019-12-09,insa,2019-12-06,2019-12-09,2052.0,FDP,0.085
3652,2019-12-02,insa,2019-11-29,2019-12-02,2060.0,FDP,0.085
3653,2019-11-26,insa,2019-11-22,2019-11-25,2069.0,FDP,0.085
3654,2019-11-18,insa,2019-11-15,2019-11-18,4115.0,FDP,0.085
3655,2019-11-12,insa,2019-11-08,2019-11-11,2096.0,FDP,0.08
3656,2019-11-04,insa,2019-11-01,2019-11-04,2047.0,FDP,0.08
3657,2019-10-29,insa,2019-10-25,2019-10-28,2042.0,FDP,0.075
3658,2019-10-22,insa,2019-10-18,2019-10-21,2041.0,FDP,0.075
3659,2019-10-15,insa,2019-10-11,2019-10-14,2052.0,FDP,0.075
3660,2019-10-08,insa,2019-10-04,2019-10-07,2059.0,FDP,0.085
3661,2019-09-30,insa,2019-09-27,2019-09-30,2058.0,FDP,0.08
3662,2019-09-23,insa,2019-09-20,2019-09-23,2052.0,FDP,0.08
3663,2019-09-16,insa,2019-09-13,2019-09-16,2053.0,FDP,0.075
3664,2019-09-10,insa,2019-09-06,2019-09-09,2033.0,FDP,0.08
3665,2019-09-02,insa,2019-08-30,2019-09-02,2017.0,FDP,0.085
3666,2019-08-26,insa,2019-08-23,2019-08-26,2058.0,FDP,0.08
3667,2019-08-20,insa,2019-08-16,2019-08-19,2056.0,FDP,0.09
3668,2019-08-13,insa,2019-08-09,2019-08-11,2060.0,FDP,0.09
3669,2019-08-05,insa,2019-08-02,2019-08-05,2049.0,FDP,0.09
3670,2019-07-30,insa,2019-07-26,2019-07-29,2036.0,FDP,0.09
3671,2019-07-22,insa,2019-07-19,2019-07-22,2081.0,FDP,0.08
3672,2019-07-15,insa,2019-07-12,2019-07-15,2043.0,FDP,0.09
3673,2019-07-09,insa,2019-07-05,2019-07-08,2069.0,FDP,0.08
3674,2019-07-01,insa,2019-06-28,2019-07-01,2053.0,FDP,0.08
3675,2019-06-25,insa,2019-06-21,2019-06-24,2078.0,FDP,0.085
3676,2019-06-18,insa,2019-06-14,2019-06-17,2060.0,FDP,0.09
3677,2019-06-11,insa,2019-06-07,2019-06-10,2074.0,FDP,0.09
3678,2019-06-03,insa,2019-06-03,2019-06-03,1000.0,FDP,0.08
3679,2019-05-28,insa,2019-05-24,2019-05-27,2039.0,FDP,0.095
3680,2019-05-21,insa,2019-05-17,2019-05-20,2074.0,FDP,0.1
3681,2019-05-13,insa,2019-05-10,2019-05-13,2044.0,FDP,0.095
3682,2019-05-07,insa,2019-05-03,2019-05-06,2089.0,FDP,0.09
3683,2019-04-29,insa,2019-04-26,2019-04-29,2005.0,FDP,0.1
3684,2019-04-23,insa,2019-04-18,2019-04-21,1005.0,FDP,0.1
3685,2019-04-15,insa,2019-04-12,2019-04-15,2013.0,FDP,0.09
3686,2019-04-09,insa,2019-04-05,2019-04-08,2040.0,FDP,0.1
3687,2019-04-01,insa,2019-03-28,2019-04-01,4000.0,FDP,0.1
3688,2019-03-26,insa,2019-03-22,2019-03-25,2012.0,FDP,0.09
3689,2019-03-18,insa,2019-03-15,2019-03-18,2030.0,FDP,0.09
3690,2019-03-12,insa,2019-03-08,2019-03-11,2005.0,FDP,0.1
3691,2019-03-03,insa,2019-02-27,2019-03-01,4000.0,FDP,0.1
3692,2019-02-26,insa,2019-02-22,2019-02-25,2048.0,FDP,0.095
3693,2019-02-18,insa,2019-02-15,2019-02-18,2046.0,FDP,0.09
3694,2019-02-11,insa,2019-02-08,2019-02-11,2051.0,FDP,0.085
3695,2019-02-05,insa,2019-02-01,2019-02-04,2034.0,FDP,0.085
3696,2019-01-28,insa,2019-01-25,2019-01-28,2056.0,FDP,0.09
3697,2019-01-21,insa,2019-01-18,2019-01-21,2044.0,FDP,0.095
3698,2019-01-14,insa,2019-01-11,2019-01-14,2028.0,FDP,0.095
3699,2019-01-08,insa,2019-01-05,2019-01-07,2056.0,FDP,0.1
3700,2019-01-04,insa,2019-01-02,2019-01-03,1026.0,FDP,0.1
3701,2018-12-22,insa,2018-12-20,2018-12-21,1029.0,FDP,0.09
3702,2018-12-18,insa,2018-12-14,2018-12-17,2077.0,FDP,0.095
3703,2018-12-10,insa,2018-12-08,2018-12-10,2047.0,FDP,0.1
3704,2018-12-03,insa,2018-11-30,2018-12-03,2069.0,FDP,0.095
3705,2018-11-26,insa,2018-11-23,2018-11-26,2062.0,FDP,0.085
3706,2018-11-19,insa,2018-11-16,2018-11-19,2047.0,FDP,0.095
3707,2018-11-12,insa,2018-11-09,2018-11-12,2070.0,FDP,0.09
3708,2018-11-05,insa,2018-11-02,2018-11-05,3183.0,FDP,0.1
3709,2018-10-29,insa,2018-10-26,2018-10-29,2052.0,FDP,0.095
3710,2018-10-23,insa,2018-10-19,2018-10-22,2061.0,FDP,0.09
3711,2018-10-16,insa,2018-10-12,2018-10-15,2061.0,FDP,0.095
3712,2018-10-09,insa,2018-10-05,2018-10-08,2054.0,FDP,0.1
3713,2018-10-01,insa,2018-09-28,2018-10-01,2041.0,FDP,0.1
3714,2018-09-24,insa,2018-09-21,2018-09-24,2051.0,FDP,0.1
3715,2018-09-21,insa,2018-09-19,2018-09-19,1040.0,FDP,0.1
3716,2018-09-17,insa,2018-09-14,2018-09-17,2054.0,FDP,0.09
3717,2018-09-11,insa,2018-09-07,2018-09-10,2042.0,FDP,0.09
3718,2018-09-03,insa,2018-08-31,2018-09-03,2069.0,FDP,0.095
3719,2018-08-28,insa,2018-08-24,2018-08-27,2079.0,FDP,0.1
3720,2018-08-21,insa,2018-08-16,2018-08-20,3129.0,FDP,0.1
3721,2018-08-14,insa,2018-08-10,2018-08-13,2034.0,FDP,0.095
3722,2018-08-07,insa,2018-08-03,2018-08-06,2096.0,FDP,0.085
3723,2018-07-31,insa,2018-07-27,2018-07-30,2074.0,FDP,0.09
3724,2018-07-24,insa,2018-07-20,2018-07-23,2056.0,FDP,0.09
3725,2018-07-16,insa,2018-07-13,2018-07-16,2084.0,FDP,0.095
3726,2018-07-09,insa,2018-07-06,2018-07-09,2061.0,FDP,0.095
3727,2018-07-03,insa,2018-06-29,2018-07-02,2089.0,FDP,0.09
3728,2018-06-26,insa,2018-06-22,2018-06-25,2036.0,FDP,0.09
3729,2018-06-19,insa,2018-06-15,2018-06-18,2060.0,FDP,0.08
3730,2018-06-12,insa,2018-06-08,2018-06-11,2038.0,FDP,0.08
3731,2018-06-04,insa,2018-06-01,2018-06-04,2067.0,FDP,0.08
3732,2018-05-29,insa,2018-05-25,2018-05-28,2062.0,FDP,0.08
3733,2018-05-23,insa,2018-05-18,2018-05-22,2044.0,FDP,0.08
3734,2018-05-14,insa,2018-05-11,2018-05-14,2098.0,FDP,0.08
3735,2018-05-08,insa,2018-05-04,2018-05-07,2065.0,FDP,0.085
3736,2018-04-30,insa,2018-04-27,2018-04-30,2097.0,FDP,0.09
3737,2018-04-24,insa,2018-04-20,2018-04-23,2091.0,FDP,0.095
3738,2018-04-17,insa,2018-04-13,2018-04-16,2054.0,FDP,0.09
3739,2018-04-10,insa,2018-04-06,2018-04-09,2048.0,FDP,0.09
3740,2018-04-03,insa,2018-03-29,2018-03-31,1074.0,FDP,0.1
3741,2018-03-26,insa,2018-03-23,2018-03-26,2051.0,FDP,0.1
3742,2018-03-20,insa,2018-03-16,2018-03-19,2066.0,FDP,0.1
3743,2018-03-13,insa,2018-03-09,2018-03-12,2033.0,FDP,0.095
3744,2018-03-05,insa,2018-03-05,2018-03-05,1052.0,FDP,0.1
3745,2018-02-26,insa,2018-02-23,2018-02-26,1063.0,FDP,0.09
3746,2018-02-19,insa,2018-02-16,2018-02-19,2040.0,FDP,0.09
3747,2018-02-12,insa,2018-02-09,2018-02-12,2608.0,FDP,0.105
3748,2018-02-05,insa,2018-02-02,2018-02-05,2034.0,FDP,0.1
3749,2018-01-29,insa,2018-01-26,2018-01-29,2073.0,FDP,0.09
3750,2018-01-23,insa,2018-01-22,2018-01-22,1169.0,FDP,0.1
3751,2018-01-15,insa,2018-01-12,2018-01-15,2000.0,FDP,0.095
3752,2018-01-08,insa,2018-01-05,2018-01-08,2028.0,FDP,0.1
3753,2018-01-02,insa,2017-12-29,2018-01-02,2012.0,FDP,0.1
3754,2017-12-23,insa,2017-12-21,2017-12-22,2203.0,FDP,0.105
3755,2017-12-19,insa,2017-12-15,2017-12-18,2031.0,FDP,0.09
3756,2017-12-12,insa,2017-12-08,2017-12-11,2013.0,FDP,0.09
3757,2017-12-05,insa,2017-12-01,2017-12-04,2063.0,FDP,0.1
3758,2017-11-27,insa,2017-11-24,2017-11-27,2003.0,FDP,0.1
3759,2017-11-23,insa,2017-11-21,2017-11-22,1069.0,FDP,0.12
3760,2017-11-21,insa,2017-11-20,2017-11-20,1034.0,FDP,0.11
3761,2017-11-21,insa,2017-11-17,2017-11-19,2027.0,FDP,0.1
3762,2017-11-14,insa,2017-11-10,2017-11-13,2049.0,FDP,0.105
3763,2017-11-07,insa,2017-11-03,2017-11-06,2023.0,FDP,0.105
3764,2017-10-30,insa,2017-10-27,2017-10-28,1024.0,FDP,0.11
3765,2017-10-24,insa,2017-10-23,2017-10-23,1002.0,FDP,0.1
3766,2017-10-16,insa,2017-10-13,2017-10-16,2011.0,FDP,0.1
3767,2017-10-10,insa,2017-10-06,2017-10-09,2015.0,FDP,0.11
3768,2017-10-01,insa,2017-09-27,2017-09-28,1071.0,FDP,0.12
3769,2021-09-16,yougov,2021-09-09,2021-09-14,1816.0,FDP,0.1
3770,2021-10-09,yougov,2021-09-03,2021-09-07,1700.0,FDP,0.1
3771,2021-03-09,yougov,2021-08-27,2021-08-31,1729.0,FDP,0.13
3772,2021-08-27,yougov,2021-08-20,2021-08-24,1689.0,FDP,0.13
3773,2021-07-30,yougov,2021-07-23,2021-07-26,1748.0,FDP,0.12
3774,2021-02-07,yougov,2021-06-25,2021-06-28,1648.0,FDP,0.11
3775,2021-05-27,yougov,2021-05-21,2021-05-24,1706.0,FDP,0.12
3776,2021-04-30,yougov,2021-04-23,2021-04-26,1643.0,FDP,0.11
3777,2021-01-04,yougov,2021-03-25,2021-03-29,1637.0,FDP,0.1
3778,2021-02-26,yougov,2021-02-18,2021-02-22,1619.0,FDP,0.08
3779,2021-04-02,yougov,2021-01-29,2021-02-01,1606.0,FDP,0.07
3780,2021-06-01,yougov,2021-12-30,2021-01-05,1588.0,FDP,0.06
3781,2020-11-26,yougov,2020-11-19,2020-11-23,1632.0,FDP,0.06
3782,2020-10-30,yougov,2020-10-22,2020-10-26,1656.0,FDP,0.06
3783,2020-09-25,yougov,2020-09-19,2020-09-21,1623.0,FDP,0.05
3784,2020-08-28,yougov,2020-08-20,2020-08-24,1611.0,FDP,0.05
3785,2020-06-08,yougov,2020-07-30,2020-08-04,1623.0,FDP,0.06
3786,2020-06-26,yougov,2020-06-18,2020-06-22,1636.0,FDP,0.05
3787,2020-05-28,yougov,2020-05-20,2020-05-26,1584.0,FDP,0.05
3788,2020-04-30,yougov,2020-04-23,2020-04-27,1636.0,FDP,0.05
3789,2020-03-04,yougov,2020-03-27,2020-03-30,1615.0,FDP,0.06
3790,2020-06-03,yougov,2020-02-28,2020-03-02,1632.0,FDP,0.06
3791,2019-12-18,yougov,2019-12-13,2019-12-17,1586.0,FDP,0.07
3792,2019-11-27,yougov,2019-11-22,2019-11-26,1648.0,FDP,0.07
3793,2019-06-11,yougov,2019-10-31,2019-11-05,1583.0,FDP,0.07
3794,2019-03-10,yougov,2019-09-27,2019-10-01,1573.0,FDP,0.08
3795,2019-11-09,yougov,2019-09-06,2019-09-10,1632.0,FDP,0.06
3796,2019-07-31,yougov,2019-07-26,2019-07-29,1594.0,FDP,0.08
3797,2019-03-07,yougov,2019-06-28,2019-07-02,1644.0,FDP,0.07
3798,2019-05-23,yougov,2019-05-17,2019-05-21,1609.0,FDP,0.08
3799,2019-03-05,yougov,2019-04-26,2019-04-29,1642.0,FDP,0.09
3800,2019-03-28,yougov,2019-03-22,2019-03-26,1633.0,FDP,0.09
3801,2019-02-27,yougov,2019-02-22,2019-02-26,1620.0,FDP,0.09
3802,2019-01-31,yougov,2019-01-25,2019-01-29,1578.0,FDP,0.08
3803,2018-12-28,yougov,2018-12-21,2018-12-27,1665.0,FDP,0.08
3804,2018-11-28,yougov,2018-11-23,2018-11-27,1580.0,FDP,0.09
3805,2018-07-11,yougov,2018-10-28,2018-11-04,1542.0,FDP,0.1
3806,2018-09-27,yougov,2018-09-21,2018-09-25,1504.0,FDP,0.09
3807,2018-08-30,yougov,2018-08-24,2018-08-28,1538.0,FDP,0.09
3808,2018-07-25,yougov,2018-07-20,2018-07-24,1520.0,FDP,0.09
3809,2018-06-27,yougov,2018-06-22,2018-06-26,1525.0,FDP,0.1
3810,2018-05-30,yougov,2018-05-25,2018-05-29,1556.0,FDP,0.09
3811,2018-04-25,yougov,2018-04-20,2018-04-24,1573.0,FDP,0.09
3812,2018-03-28,yougov,2018-03-23,2018-03-27,1579.0,FDP,0.08
3813,2018-02-28,yougov,2018-02-26,2018-02-28,1585.0,FDP,0.08
3814,2018-01-25,yougov,2018-01-19,2018-01-23,1566.0,FDP,0.08
3815,2017-12-28,yougov,2017-12-25,2017-12-27,1489.0,FDP,0.09
3816,2017-11-29,yougov,2017-11-24,2017-11-28,1570.0,FDP,0.09
3817,2017-10-08,yougov,2017-08-04,2017-08-08,1513.0,FDP,0.09
3818,2017-12-07,yougov,2017-07-10,2017-07-12,1535.0,FDP,0.09
3819,2017-12-05,yougov,2017-05-08,2017-05-11,2010.0,FDP,0.09
3820,2021-08-09,allensbach,2021-09-01,2021-09-07,1258.0,LINKE,0.06
3821,2021-08-28,allensbach,2021-08-18,2021-08-26,1038.0,LINKE,0.06
3822,2021-08-19,allensbach,2021-08-05,2021-08-17,1018.0,LINKE,0.075
3823,2021-07-28,allensbach,2021-07-03,2021-07-22,1243.0,LINKE,0.07
3824,2021-07-20,allensbach,2021-07-03,2021-07-14,1028.0,LINKE,0.065
3825,2021-06-16,allensbach,2021-05-28,2021-06-09,1070.0,LINKE,0.07
3826,2021-05-19,allensbach,2021-05-01,2021-05-13,1027.0,LINKE,0.065
3827,2021-04-21,allensbach,2021-04-06,2021-04-15,1051.0,LINKE,0.075
3828,2021-03-24,allensbach,2021-03-08,2021-03-21,1006.0,LINKE,0.085
3829,2021-02-25,allensbach,2021-02-04,2021-02-17,1082.0,LINKE,0.07
3830,2021-01-28,allensbach,2021-01-10,2021-01-20,1080.0,LINKE,0.075
3831,2020-12-16,allensbach,2020-11-28,2020-12-10,1022.0,LINKE,0.07
3832,2020-11-18,allensbach,2020-11-01,2020-11-11,1286.0,LINKE,0.075
3833,2020-10-23,allensbach,2020-10-07,2020-10-20,1045.0,LINKE,0.07
3834,2020-09-22,allensbach,2020-09-04,2020-09-16,1043.0,LINKE,0.07
3835,2020-08-27,allensbach,2020-08-05,2020-08-18,1231.0,LINKE,0.07
3836,2020-07-22,allensbach,2020-07-03,2020-07-16,1237.0,LINKE,0.075
3837,2020-06-18,allensbach,2020-06-01,2020-06-13,1314.0,LINKE,0.07
3838,2020-05-22,allensbach,2020-05-06,2020-05-14,1013.0,LINKE,0.07
3839,2020-04-24,allensbach,2020-04-01,2020-04-15,1152.0,LINKE,0.07
3840,2020-03-25,allensbach,2020-03-05,2020-03-18,1219.0,LINKE,0.08
3841,2020-02-19,allensbach,2020-02-01,2020-02-12,1262.0,LINKE,0.095
3842,2020-01-29,allensbach,2020-01-09,2020-01-22,1273.0,LINKE,0.08
3843,2019-12-19,allensbach,2019-12-01,2019-12-11,1270.0,LINKE,0.085
3844,2019-11-19,allensbach,2019-11-02,2019-11-13,1298.0,LINKE,0.08
3845,2019-10-16,allensbach,2019-09-27,2019-10-10,1238.0,LINKE,0.07
3846,2019-09-17,allensbach,2019-09-01,2019-09-12,1255.0,LINKE,0.08
3847,2019-08-21,allensbach,2019-08-02,2019-08-15,1262.0,LINKE,0.08
3848,2019-07-24,allensbach,2019-07-01,2019-07-11,1228.0,LINKE,0.085
3849,2019-06-21,allensbach,2019-06-01,2019-06-12,1273.0,LINKE,0.08
3850,2019-05-23,allensbach,2019-05-03,2019-05-16,1283.0,LINKE,0.085
3851,2019-04-18,allensbach,2019-04-01,2019-04-12,1305.0,LINKE,0.08
3852,2019-03-27,allensbach,2019-03-07,2019-03-21,1198.0,LINKE,0.085
3853,2019-02-19,allensbach,2019-02-01,2019-02-13,1222.0,LINKE,0.08
3854,2019-01-23,allensbach,2019-01-05,2019-01-17,1249.0,LINKE,0.085
3855,2018-12-20,allensbach,2018-12-01,2018-12-12,1295.0,LINKE,0.09
3856,2018-11-30,allensbach,2018-11-02,2018-11-15,1242.0,LINKE,0.09
3857,2018-10-18,allensbach,2018-09-28,2018-10-11,1259.0,LINKE,0.09
3858,2018-09-18,allensbach,2018-09-01,2018-09-13,1258.0,LINKE,0.09
3859,2018-08-15,allensbach,2018-07-27,2018-08-09,1295.0,LINKE,0.09
3860,2018-07-17,allensbach,2018-07-01,2018-07-12,1295.0,LINKE,0.09
3861,2018-06-20,allensbach,2018-06-01,2018-06-13,1279.0,LINKE,0.095
3862,2018-05-17,allensbach,2018-04-24,2018-05-08,1253.0,LINKE,0.1
3863,2018-04-25,allensbach,2018-04-03,2018-04-17,1279.0,LINKE,0.09
3864,2018-03-21,allensbach,2018-03-02,2018-03-15,1256.0,LINKE,0.1
3865,2018-02-23,allensbach,2018-02-02,2018-02-15,1271.0,LINKE,0.095
3866,2018-01-25,allensbach,2018-01-05,2018-01-18,1221.0,LINKE,0.085
3867,2017-12-21,allensbach,2017-12-01,2017-12-14,1443.0,LINKE,0.09
3868,2017-11-30,allensbach,2017-11-22,2017-11-27,1299.0,LINKE,0.09
3869,2017-10-25,allensbach,2017-10-07,2017-10-19,1454.0,LINKE,0.09
3870,2021-09-16,emnid,2021-09-08,2021-09-14,1543.0,LINKE,0.06
3871,2021-09-09,emnid,2021-09-01,2021-09-07,1901.0,LINKE,0.06
3872,2021-02-09,emnid,2021-08-25,2021-08-31,1439.0,LINKE,0.07
3873,2021-08-26,emnid,2021-08-18,2021-08-24,1919.0,LINKE,0.07
3874,2021-08-19,emnid,2021-08-11,2021-08-17,1920.0,LINKE,0.07
3875,2021-11-08,emnid,2021-08-04,2021-08-10,1446.0,LINKE,0.07
3876,2021-04-08,emnid,2021-07-28,2021-08-03,1413.0,LINKE,0.06
3877,2021-07-30,emnid,2021-07-20,2021-07-27,1441.0,LINKE,0.06
3878,2021-07-23,emnid,2021-07-14,2021-07-20,1421.0,LINKE,0.07
3879,2021-07-16,emnid,2021-07-07,2021-07-13,1495.0,LINKE,0.08
3880,2021-10-07,emnid,2021-06-29,2021-07-06,1405.0,LINKE,0.08
3881,2021-02-07,emnid,2021-06-23,2021-06-29,1418.0,LINKE,0.07
3882,2021-06-25,emnid,2021-06-15,2021-06-22,1430.0,LINKE,0.07
3883,2021-06-18,emnid,2021-06-09,2021-06-15,1413.0,LINKE,0.07
3884,2021-11-06,emnid,2021-06-02,2021-06-08,1421.0,LINKE,0.07
3885,2021-05-06,emnid,2021-05-26,2021-06-01,1419.0,LINKE,0.07
3886,2021-05-28,emnid,2021-05-19,2021-05-25,1422.0,LINKE,0.07
3887,2021-05-21,emnid,2021-05-11,2021-05-18,1445.0,LINKE,0.08
3888,2021-05-15,emnid,2021-05-06,2021-05-11,1428.0,LINKE,0.08
3889,2021-08-05,emnid,2021-04-29,2021-05-05,1910.0,LINKE,0.07
3890,2021-01-05,emnid,2021-04-22,2021-04-28,1442.0,LINKE,0.07
3891,2021-04-24,emnid,2021-04-15,2021-04-21,1225.0,LINKE,0.07
3892,2021-04-18,emnid,2021-04-08,2021-04-14,1437.0,LINKE,0.08
3893,2021-11-04,emnid,2021-03-31,2021-04-07,1448.0,LINKE,0.09
3894,2021-04-04,emnid,2021-03-25,2021-03-31,1429.0,LINKE,0.09
3895,2021-03-27,emnid,2021-03-18,2021-03-24,1447.0,LINKE,0.09
3896,2021-03-20,emnid,2021-03-11,2021-03-17,1942.0,LINKE,0.08
3897,2021-03-14,emnid,2021-03-04,2021-03-10,2378.0,LINKE,0.08
3898,2021-07-03,emnid,2021-02-25,2021-03-03,2410.0,LINKE,0.09
3899,2021-02-27,emnid,2021-02-18,2021-02-24,1869.0,LINKE,0.09
3900,2021-02-20,emnid,2021-02-11,2021-02-17,1905.0,LINKE,0.08
3901,2021-02-14,emnid,2021-02-04,2021-02-10,1569.0,LINKE,0.07
3902,2021-07-02,emnid,2021-01-28,2021-02-03,1412.0,LINKE,0.07
3903,2021-01-31,emnid,2021-01-21,2021-01-27,1427.0,LINKE,0.08
3904,2021-01-24,emnid,2021-01-14,2021-01-20,1922.0,LINKE,0.08
3905,2021-01-17,emnid,2021-01-05,2021-01-13,2398.0,LINKE,0.08
3906,2020-12-19,emnid,2020-12-10,2020-12-16,2401.0,LINKE,0.08
3907,2020-12-13,emnid,2020-12-03,2020-12-09,2374.0,LINKE,0.07
3908,2020-06-12,emnid,2020-11-26,2020-12-02,1438.0,LINKE,0.08
3909,2020-11-29,emnid,2020-11-19,2020-11-25,1517.0,LINKE,0.08
3910,2020-11-22,emnid,2020-11-12,2020-11-18,1927.0,LINKE,0.07
3911,2020-11-15,emnid,2020-11-05,2020-11-11,2405.0,LINKE,0.08
3912,2020-08-11,emnid,2020-10-29,2020-11-04,1415.0,LINKE,0.08
3913,2020-01-11,emnid,2020-10-22,2020-10-28,1987.0,LINKE,0.08
3914,2020-10-24,emnid,2020-10-15,2020-10-21,1434.0,LINKE,0.08
3915,2020-10-17,emnid,2020-10-08,2020-10-14,2407.0,LINKE,0.08
3916,2020-11-10,emnid,2020-10-01,2020-10-07,1411.0,LINKE,0.08
3917,2020-04-10,emnid,2020-09-22,2020-09-30,2397.0,LINKE,0.09
3918,2020-09-27,emnid,2020-09-17,2020-09-23,1509.0,LINKE,0.08
3919,2020-09-19,emnid,2020-09-10,2020-09-16,1534.0,LINKE,0.08
3920,2020-09-13,emnid,2020-09-03,2020-09-09,1446.0,LINKE,0.08
3921,2020-06-09,emnid,2020-08-27,2020-09-02,1447.0,LINKE,0.07
3922,2020-08-30,emnid,2020-08-18,2020-08-26,1597.0,LINKE,0.08
3923,2020-08-23,emnid,2020-08-13,2020-08-19,2107.0,LINKE,0.08
3924,2020-08-16,emnid,2020-08-06,2020-08-12,1912.0,LINKE,0.08
3925,2020-09-08,emnid,2020-07-30,2020-08-06,1564.0,LINKE,0.08
3926,2020-02-08,emnid,2020-07-23,2020-07-29,1449.0,LINKE,0.08
3927,2020-07-26,emnid,2020-07-16,2020-07-22,2031.0,LINKE,0.08
3928,2020-07-18,emnid,2020-07-09,2020-07-15,1449.0,LINKE,0.08
3929,2020-12-07,emnid,2020-07-02,2020-07-08,1426.0,LINKE,0.08
3930,2020-04-07,emnid,2020-06-24,2020-07-02,1436.0,LINKE,0.08
3931,2020-06-27,emnid,2020-06-18,2020-06-24,1550.0,LINKE,0.08
3932,2020-06-20,emnid,2020-06-10,2020-06-17,2403.0,LINKE,0.08
3933,2020-06-13,emnid,2020-06-04,2020-06-09,1934.0,LINKE,0.07
3934,2020-06-06,emnid,2020-05-28,2020-06-03,1428.0,LINKE,0.08
3935,2020-05-30,emnid,2020-05-20,2020-05-26,1934.0,LINKE,0.07
3936,2020-05-23,emnid,2020-05-14,2020-05-19,1914.0,LINKE,0.08
3937,2020-05-16,emnid,2020-05-07,2020-05-13,1559.0,LINKE,0.08
3938,2020-09-05,emnid,2020-04-30,2020-05-06,1426.0,LINKE,0.08
3939,2020-02-05,emnid,2020-04-22,2020-04-29,1443.0,LINKE,0.09
3940,2020-04-25,emnid,2020-04-16,2020-04-22,2003.0,LINKE,0.09
3941,2020-04-18,emnid,2020-04-09,2020-04-15,1534.0,LINKE,0.08
3942,2020-11-04,emnid,2020-04-02,2020-04-08,1912.0,LINKE,0.09
3943,2020-04-04,emnid,2020-03-25,2020-04-01,1426.0,LINKE,0.09
3944,2020-03-28,emnid,2020-03-18,2020-03-25,1441.0,LINKE,0.09
3945,2020-03-21,emnid,2020-03-12,2020-03-18,1603.0,LINKE,0.09
3946,2020-03-14,emnid,2020-03-04,2020-03-11,1414.0,LINKE,0.08
3947,2020-08-03,emnid,2020-02-27,2020-03-04,1423.0,LINKE,0.09
3948,2020-01-03,emnid,2020-02-20,2020-02-27,1509.0,LINKE,0.1
3949,2020-02-22,emnid,2020-02-13,2020-02-19,1417.0,LINKE,0.1
3950,2020-02-15,emnid,2020-02-06,2020-02-12,1886.0,LINKE,0.1
3951,2020-09-02,emnid,2020-01-30,2020-02-05,1889.0,LINKE,0.09
3952,2020-01-02,emnid,2020-01-23,2020-01-29,1442.0,LINKE,0.09
3953,2020-01-25,emnid,2020-01-16,2020-01-22,2100.0,LINKE,0.1
3954,2020-01-18,emnid,2020-01-09,2020-01-15,2009.0,LINKE,0.09
3955,2020-11-01,emnid,2020-12-19,2020-01-08,1829.0,LINKE,0.09
3956,2019-12-21,emnid,2019-12-12,2019-12-18,1899.0,LINKE,0.09
3957,2019-12-14,emnid,2019-12-05,2019-12-11,1978.0,LINKE,0.09
3958,2019-07-12,emnid,2019-11-28,2019-12-04,1876.0,LINKE,0.08
3959,2019-11-30,emnid,2019-11-20,2019-11-27,1910.0,LINKE,0.09
3960,2019-11-23,emnid,2019-11-13,2019-11-20,1905.0,LINKE,0.09
3961,2019-11-16,emnid,2019-11-07,2019-11-13,1525.0,LINKE,0.1
3962,2019-09-11,emnid,2019-10-30,2019-11-06,1431.0,LINKE,0.1
3963,2019-02-11,emnid,2019-10-24,2019-10-30,1920.0,LINKE,0.09
3964,2019-10-26,emnid,2019-10-17,2019-10-23,1441.0,LINKE,0.09
3965,2019-10-19,emnid,2019-10-10,2019-10-16,1444.0,LINKE,0.09
3966,2019-12-10,emnid,2019-10-02,2019-10-09,1916.0,LINKE,0.08
3967,2019-05-10,emnid,2019-09-26,2019-10-01,1449.0,LINKE,0.08
3968,2019-09-28,emnid,2019-09-19,2019-09-25,1719.0,LINKE,0.08
3969,2019-09-21,emnid,2019-09-12,2019-09-18,1639.0,LINKE,0.08
3970,2019-09-14,emnid,2019-09-05,2019-09-11,2835.0,LINKE,0.07
3971,2019-07-09,emnid,2019-08-29,2019-09-04,1884.0,LINKE,0.08
3972,2019-08-31,emnid,2019-08-22,2019-08-28,1434.0,LINKE,0.07
3973,2019-08-24,emnid,2019-08-15,2019-08-21,1555.0,LINKE,0.08
