election_date,date,poll,start,end,n,party,share
2009-09-27,2006-02-24,infratest_dimap,2006-02-24,2006-02-24,1000,fdp,8
2009-09-27,2006-02-24,gms,2006-02-24,2006-02-24,1004,fdp,9
2009-09-27,2006-02-28,emnid,2006-02-28,2006-02-28,2320,fdp,9
2009-09-27,2006-03-01,forsa,2006-03-01,2006-03-01,2501,fdp,10
2009-09-27,2006-03-02,infratest_dimap,2006-03-02,2006-03-02,1536,fdp,9
2009-09-27,2006-03-07,emnid,2006-03-07,2006-03-07,2636,fdp,9
2009-09-27,2006-03-08,forsa,2006-03-08,2006-03-08,2502,fdp,10
2009-09-27,2006-03-09,infratest_dimap,2006-03-09,2006-03-09,1000,fdp,9
2009-09-27,2006-03-10,fgruppe_wahlen,2006-03-10,2006-03-10,1277,fdp,8
2009-09-27,2006-03-14,emnid,2006-03-14,2006-03-14,2571,fdp,9
2009-09-27,2006-03-15,allensbach,2006-03-15,2006-03-15,2065,fdp,11
2009-09-27,2006-03-15,forsa,2006-03-15,2006-03-15,2501,fdp,11
2009-09-27,2006-03-16,infratest_dimap,2006-03-16,2006-03-16,1000,fdp,9
2009-09-27,2006-03-17,gms,2006-03-17,2006-03-17,1010,fdp,10
2009-09-27,2006-03-22,forsa,2006-03-22,2006-03-22,2505,fdp,11
2009-09-27,2006-03-24,infratest_dimap,2006-03-24,2006-03-24,1000,fdp,8
2009-09-27,2006-03-28,emnid,2006-03-28,2006-03-28,3913,fdp,9
2009-09-27,2006-03-29,forsa,2006-03-29,2006-03-29,2508,fdp,11
2009-09-27,2006-03-31,infratest_dimap,2006-03-31,2006-03-31,1000,fdp,9
2009-09-27,2006-04-04,emnid,2006-04-04,2006-04-04,6450,fdp,9
2009-09-27,2006-04-05,forsa,2006-04-05,2006-04-05,2504,fdp,10
2009-09-27,2006-04-06,infratest_dimap,2006-04-06,2006-04-06,1692,fdp,10
2009-09-27,2006-04-07,fgruppe_wahlen,2006-04-07,2006-04-07,1234,fdp,7
2009-09-27,2006-04-11,forsa,2006-04-11,2006-04-11,2499,fdp,10
2009-09-27,2006-04-12,emnid,2006-04-12,2006-04-12,4595,fdp,10
2009-09-27,2006-04-12,allensbach,2006-04-12,2006-04-12,2099,fdp,10.6
2009-09-27,2006-04-13,infratest_dimap,2006-04-13,2006-04-13,1000,fdp,9
2009-09-27,2006-04-19,emnid,2006-04-19,2006-04-19,3635,fdp,9
2009-09-27,2006-04-19,forsa,2006-04-19,2006-04-19,2003,fdp,10
2009-09-27,2006-04-21,infratest_dimap,2006-04-21,2006-04-21,1000,fdp,9
2009-09-27,2006-04-21,gms,2006-04-21,2006-04-21,1011,fdp,8
2009-09-27,2006-04-25,emnid,2006-04-25,2006-04-25,4161,fdp,10
2009-09-27,2006-04-26,forsa,2006-04-26,2006-04-26,2505,fdp,11
2009-09-27,2006-04-28,infratest_dimap,2006-04-28,2006-04-28,1000,fdp,9
2009-09-27,2006-04-28,fgruppe_wahlen,2006-04-28,2006-04-28,1194,fdp,8
2009-09-27,2006-05-03,emnid,2006-05-03,2006-05-03,6471,fdp,10
2009-09-27,2006-05-03,forsa,2006-05-03,2006-05-03,2499,fdp,9
2009-09-27,2006-05-05,infratest_dimap,2006-05-05,2006-05-05,1000,fdp,9
2009-09-27,2006-05-09,emnid,2006-05-09,2006-05-09,3681,fdp,10
2009-09-27,2006-05-10,forsa,2006-05-10,2006-05-10,2002,fdp,9
2009-09-27,2006-05-12,infratest_dimap,2006-05-12,2006-05-12,1663,fdp,9
2009-09-27,2006-05-17,forsa,2006-05-17,2006-05-17,2497,fdp,11
2009-09-27,2006-05-17,allensbach,2006-05-17,2006-05-17,NA,fdp,10.6
2009-09-27,2006-05-18,infratest_dimap,2006-05-18,2006-05-18,1000,fdp,10
2009-09-27,2006-05-19,fgruppe_wahlen,2006-05-19,2006-05-19,1164,fdp,9
2009-09-27,2006-05-23,gms,2006-05-23,2006-05-23,1008,fdp,10
2009-09-27,2006-05-23,forsa,2006-05-23,2006-05-23,2499,fdp,13
2009-09-27,2006-05-30,emnid,2006-05-30,2006-05-30,3847,fdp,12
2009-09-27,2006-05-31,forsa,2006-05-31,2006-05-31,2003,fdp,13
2009-09-27,2006-06-01,infratest_dimap,2006-06-01,2006-06-01,1500,fdp,10
2009-09-27,2006-06-07,emnid,2006-06-07,2006-06-07,6387,fdp,12
2009-09-27,2006-06-07,forsa,2006-06-07,2006-06-07,2501,fdp,13
2009-09-27,2006-06-09,infratest_dimap,2006-06-09,2006-06-09,1000,fdp,10
2009-09-27,2006-06-13,forsa,2006-06-13,2006-06-13,2001,fdp,12
2009-09-27,2006-06-14,emnid,2006-06-14,2006-06-14,4567,fdp,11
2009-09-27,2006-06-16,infratest_dimap,2006-06-16,2006-06-16,1000,fdp,10
2009-09-27,2006-06-16,fgruppe_wahlen,2006-06-16,2006-06-16,1210,fdp,9
2009-09-27,2006-06-20,emnid,2006-06-20,2006-06-20,4115,fdp,11
2009-09-27,2006-06-21,allensbach,2006-06-21,2006-06-21,2000,fdp,11.5
2009-09-27,2006-06-21,gms,2006-06-21,2006-06-21,1003,fdp,11
2009-09-27,2006-06-21,forsa,2006-06-21,2006-06-21,2500,fdp,12
2009-09-27,2006-06-27,emnid,2006-06-27,2006-06-27,3569,fdp,11
2009-09-27,2006-06-28,forsa,2006-06-28,2006-06-28,2502,fdp,13
2009-09-27,2006-07-04,emnid,2006-07-04,2006-07-04,2760,fdp,12
2009-09-27,2006-07-05,forsa,2006-07-05,2006-07-05,2506,fdp,13
2009-09-27,2006-07-06,infratest_dimap,2006-07-06,2006-07-06,1500,fdp,12
2009-09-27,2006-07-12,emnid,2006-07-12,2006-07-12,2487,fdp,12
2009-09-27,2006-07-12,forsa,2006-07-12,2006-07-12,2501,fdp,14
2009-09-27,2006-07-13,infratest_dimap,2006-07-13,2006-07-13,1000,fdp,12
2009-09-27,2006-07-14,fgruppe_wahlen,2006-07-14,2006-07-14,1207,fdp,11
2009-09-27,2006-07-19,allensbach,2006-07-19,2006-07-19,2000,fdp,12.1
2009-09-27,2006-07-19,emnid,2006-07-19,2006-07-19,3674,fdp,13
2009-09-27,2006-07-19,forsa,2006-07-19,2006-07-19,2499,fdp,14
2009-09-27,2006-07-20,gms,2006-07-20,2006-07-20,1004,fdp,12
2009-09-27,2006-07-21,infratest_dimap,2006-07-21,2006-07-21,1000,fdp,13
2009-09-27,2006-07-26,emnid,2006-07-26,2006-07-26,3212,fdp,12
2009-09-27,2006-07-26,forsa,2006-07-26,2006-07-26,2501,fdp,14
2009-09-27,2006-08-02,emnid,2006-08-02,2006-08-02,3220,fdp,12
2009-09-27,2006-08-02,forsa,2006-08-02,2006-08-02,2505,fdp,14
2009-09-27,2006-08-03,infratest_dimap,2006-08-03,2006-08-03,1500,fdp,12
2009-09-27,2006-08-09,emnid,2006-08-09,2006-08-09,3707,fdp,13
2009-09-27,2006-08-09,forsa,2006-08-09,2006-08-09,2503,fdp,13
2009-09-27,2006-08-16,emnid,2006-08-16,2006-08-16,3213,fdp,13
2009-09-27,2006-08-16,allensbach,2006-08-16,2006-08-16,2000,fdp,12.5
2009-09-27,2006-08-16,forsa,2006-08-16,2006-08-16,2501,fdp,14
2009-09-27,2006-08-18,fgruppe_wahlen,2006-08-18,2006-08-18,1259,fdp,12
2009-09-27,2006-08-23,emnid,2006-08-23,2006-08-23,4585,fdp,13
2009-09-27,2006-08-23,forsa,2006-08-23,2006-08-23,2500,fdp,15
2009-09-27,2006-08-25,infratest_dimap,2006-08-25,2006-08-25,1000,fdp,13
2009-09-27,2006-08-25,gms,2006-08-25,2006-08-25,1009,fdp,13
2009-09-27,2006-08-30,emnid,2006-08-30,2006-08-30,4212,fdp,13
2009-09-27,2006-08-30,forsa,2006-08-30,2006-08-30,2501,fdp,14
2009-09-27,2006-09-01,fgruppe_wahlen,2006-09-01,2006-09-01,1290,fdp,11
2009-09-27,2006-09-06,emnid,2006-09-06,2006-09-06,4599,fdp,12
2009-09-27,2006-09-06,forsa,2006-09-06,2006-09-06,2499,fdp,14
2009-09-27,2006-09-07,infratest_dimap,2006-09-07,2006-09-07,1500,fdp,14
2009-09-27,2006-09-13,emnid,2006-09-13,2006-09-13,4136,fdp,13
2009-09-27,2006-09-13,forsa,2006-09-13,2006-09-13,2201,fdp,15
2009-09-27,2006-09-19,emnid,2006-09-19,2006-09-19,5058,fdp,13
2009-09-27,2006-09-20,allensbach,2006-09-20,2006-09-20,2000,fdp,11.3
2009-09-27,2006-09-20,forsa,2006-09-20,2006-09-20,2500,fdp,15
2009-09-27,2006-09-22,infratest_dimap,2006-09-22,2006-09-22,1000,fdp,13
2009-09-27,2006-09-22,gms,2006-09-22,2006-09-22,1006,fdp,14
2009-09-27,2006-09-25,forsa,2006-09-25,2006-09-25,2499,fdp,15
2009-09-27,2006-09-27,emnid,2006-09-27,2006-09-27,3663,fdp,14
2009-09-27,2006-09-29,fgruppe_wahlen,2006-09-29,2006-09-29,1288,fdp,13
2009-09-27,2006-10-04,emnid,2006-10-04,2006-10-04,3643,fdp,14
2009-09-27,2006-10-04,forsa,2006-10-04,2006-10-04,2502,fdp,15
2009-09-27,2006-10-05,infratest_dimap,2006-10-05,2006-10-05,1500,fdp,13
2009-09-27,2006-10-11,forsa,2006-10-11,2006-10-11,2001,fdp,15
2009-09-27,2006-10-11,emnid,2006-10-11,2006-10-11,4616,fdp,14
2009-09-27,2006-10-13,fgruppe_wahlen,2006-10-13,2006-10-13,1300,fdp,11
2009-09-27,2006-10-17,allensbach,2006-10-17,2006-10-17,2000,fdp,12.8
2009-09-27,2006-10-18,emnid,2006-10-18,2006-10-18,3670,fdp,13
2009-09-27,2006-10-18,forsa,2006-10-18,2006-10-18,2499,fdp,14
2009-09-27,2006-10-19,infratest_dimap,2006-10-19,2006-10-19,1000,fdp,12
2009-09-27,2006-10-20,gms,2006-10-20,2006-10-20,1006,fdp,14
2009-09-27,2006-10-25,forsa,2006-10-25,2006-10-25,2503,fdp,14
2009-09-27,2006-10-25,emnid,2006-10-25,2006-10-25,4590,fdp,14
2009-09-27,2006-10-27,fgruppe_wahlen,2006-10-27,2006-10-27,1275,fdp,11
2009-09-27,2006-10-31,emnid,2006-10-31,2006-10-31,3682,fdp,13
2009-09-27,2006-11-01,forsa,2006-11-01,2006-11-01,2509,fdp,15
2009-09-27,2006-11-02,infratest_dimap,2006-11-02,2006-11-02,1500,fdp,13
2009-09-27,2006-11-07,emnid,2006-11-07,2006-11-07,3227,fdp,14
2009-09-27,2006-11-08,forsa,2006-11-08,2006-11-08,2501,fdp,14
2009-09-27,2006-11-10,fgruppe_wahlen,2006-11-10,2006-11-10,1303,fdp,11
2009-09-27,2006-11-14,emnid,2006-11-14,2006-11-14,4121,fdp,12
2009-09-27,2006-11-14,allensbach,2006-11-14,2006-11-14,NA,fdp,13.3
2009-09-27,2006-11-15,forsa,2006-11-15,2006-11-15,2503,fdp,15
2009-09-27,2006-11-16,infratest_dimap,2006-11-16,2006-11-16,1000,fdp,11
2009-09-27,2006-11-22,emnid,2006-11-22,2006-11-22,2768,fdp,13
2009-09-27,2006-11-22,forsa,2006-11-22,2006-11-22,2502,fdp,15
2009-09-27,2006-11-24,fgruppe_wahlen,2006-11-24,2006-11-24,1310,fdp,10
2009-09-27,2006-11-27,gms,2006-11-27,2006-11-27,1009,fdp,12
2009-09-27,2006-11-28,emnid,2006-11-28,2006-11-28,6402,fdp,12
2009-09-27,2006-11-29,forsa,2006-11-29,2006-11-29,2504,fdp,12
2009-09-27,2006-12-05,emnid,2006-12-05,2006-12-05,5967,fdp,11
2009-09-27,2006-12-06,forsa,2006-12-06,2006-12-06,2509,fdp,13
2009-09-27,2006-12-07,infratest_dimap,2006-12-07,2006-12-07,1500,fdp,10
2009-09-27,2006-12-13,emnid,2006-12-13,2006-12-13,4583,fdp,10
2009-09-27,2006-12-13,forsa,2006-12-13,2006-12-13,2505,fdp,14
2009-09-27,2006-12-14,infratest_dimap,2006-12-14,2006-12-14,1000,fdp,11
2009-09-27,2006-12-15,fgruppe_wahlen,2006-12-15,2006-12-15,1202,fdp,9
2009-09-27,2006-12-19,gms,2006-12-19,2006-12-19,1011,fdp,10
2009-09-27,2006-12-20,emnid,2006-12-20,2006-12-20,5034,fdp,12
2009-09-27,2006-12-20,allensbach,2006-12-20,2006-12-20,2077,fdp,12.4
2009-09-27,2006-12-20,forsa,2006-12-20,2006-12-20,2498,fdp,14
2009-09-27,2006-12-27,forsa,2006-12-27,2006-12-27,2501,fdp,13
2009-09-27,2007-01-03,forsa,2007-01-03,2007-01-03,1502,fdp,14
2009-09-27,2007-01-03,emnid,2007-01-03,2007-01-03,1387,fdp,11
2009-09-27,2007-01-04,infratest_dimap,2007-01-04,2007-01-04,1524,fdp,11
2009-09-27,2007-01-10,forsa,2007-01-10,2007-01-10,2007,fdp,13
2009-09-27,2007-01-10,emnid,2007-01-10,2007-01-10,2299,fdp,11
2009-09-27,2007-01-12,fgruppe_wahlen,2007-01-12,2007-01-12,1269,fdp,10
2009-09-27,2007-01-12,infratest_dimap,2007-01-12,2007-01-12,1000,fdp,11
2009-09-27,2007-01-17,emnid,2007-01-17,2007-01-17,5078,fdp,12
2009-09-27,2007-01-17,forsa,2007-01-17,2007-01-17,2501,fdp,14
2009-09-27,2007-01-23,allensbach,2007-01-23,2007-01-23,1800,fdp,12.4
2009-09-27,2007-01-24,forsa,2007-01-24,2007-01-24,2503,fdp,14
2009-09-27,2007-01-24,emnid,2007-01-24,2007-01-24,4124,fdp,12
2009-09-27,2007-01-30,emnid,2007-01-30,2007-01-30,5500,fdp,13
2009-09-27,2007-01-30,gms,2007-01-30,2007-01-30,1009,fdp,12
2009-09-27,2007-01-31,forsa,2007-01-31,2007-01-31,2501,fdp,14
2009-09-27,2007-02-01,infratest_dimap,2007-02-01,2007-02-01,1500,fdp,11
2009-09-27,2007-02-06,emnid,2007-02-06,2007-02-06,3206,fdp,12
2009-09-27,2007-02-06,forsa,2007-02-06,2007-02-06,2501,fdp,12
2009-09-27,2007-02-08,infratest_dimap,2007-02-08,2007-02-08,1000,fdp,12
2009-09-27,2007-02-09,fgruppe_wahlen,2007-02-09,2007-02-09,1185,fdp,10
2009-09-27,2007-02-14,emnid,2007-02-14,2007-02-14,4592,fdp,11
2009-09-27,2007-02-14,forsa,2007-02-14,2007-02-14,2507,fdp,13
2009-09-27,2007-02-21,emnid,2007-02-21,2007-02-21,3230,fdp,12
2009-09-27,2007-02-21,allensbach,2007-02-21,2007-02-21,2000,fdp,12.7
2009-09-27,2007-02-21,forsa,2007-02-21,2007-02-21,2504,fdp,12
2009-09-27,2007-02-23,gms,2007-02-23,2007-02-23,1009,fdp,11
2009-09-27,2007-02-27,emnid,2007-02-27,2007-02-27,4631,fdp,11
2009-09-27,2007-02-28,forsa,2007-02-28,2007-02-28,2502,fdp,12
2009-09-27,2007-03-01,infratest_dimap,2007-03-01,2007-03-01,1500,fdp,10
2009-09-27,2007-03-02,fgruppe_wahlen,2007-03-02,2007-03-02,1286,fdp,10
2009-09-27,2007-03-06,emnid,2007-03-06,2007-03-06,6001,fdp,11
2009-09-27,2007-03-07,forsa,2007-03-07,2007-03-07,2502,fdp,13
2009-09-27,2007-03-08,infratest_dimap,2007-03-08,2007-03-08,1000,fdp,10
2009-09-27,2007-03-13,emnid,2007-03-13,2007-03-13,2763,fdp,11
2009-09-27,2007-03-14,forsa,2007-03-14,2007-03-14,2509,fdp,12
2009-09-27,2007-03-16,fgruppe_wahlen,2007-03-16,2007-03-16,1235,fdp,9
2009-09-27,2007-03-20,emnid,2007-03-20,2007-03-20,4634,fdp,10
2009-09-27,2007-03-21,forsa,2007-03-21,2007-03-21,2498,fdp,11
2009-09-27,2007-03-21,allensbach,2007-03-21,2007-03-21,NA,fdp,11.4
2009-09-27,2007-03-22,gms,2007-03-22,2007-03-22,1010,fdp,10
2009-09-27,2007-03-27,emnid,2007-03-27,2007-03-27,4154,fdp,10
2009-09-27,2007-03-28,forsa,2007-03-28,2007-03-28,2508,fdp,12
2009-09-27,2007-03-30,fgruppe_wahlen,2007-03-30,2007-03-30,1287,fdp,9
2009-09-27,2007-04-03,emnid,2007-04-03,2007-04-03,5554,fdp,10
2009-09-27,2007-04-03,forsa,2007-04-03,2007-04-03,2505,fdp,11
2009-09-27,2007-04-05,infratest_dimap,2007-04-05,2007-04-05,1500,fdp,11
2009-09-27,2007-04-11,emnid,2007-04-11,2007-04-11,3669,fdp,10
2009-09-27,2007-04-11,forsa,2007-04-11,2007-04-11,2004,fdp,11
2009-09-27,2007-04-17,emnid,2007-04-17,2007-04-17,3243,fdp,10
2009-09-27,2007-04-17,allensbach,2007-04-17,2007-04-17,NA,fdp,11.5
2009-09-27,2007-04-18,forsa,2007-04-18,2007-04-18,2004,fdp,12
2009-09-27,2007-04-19,infratest_dimap,2007-04-19,2007-04-19,1000,fdp,10
2009-09-27,2007-04-20,fgruppe_wahlen,2007-04-20,2007-04-20,1251,fdp,9
2009-09-27,2007-04-23,gms,2007-04-23,2007-04-23,1005,fdp,12
2009-09-27,2007-04-24,emnid,2007-04-24,2007-04-24,4628,fdp,10
2009-09-27,2007-04-25,forsa,2007-04-25,2007-04-25,2500,fdp,11
2009-09-27,2007-04-30,forsa,2007-04-30,2007-04-30,2503,fdp,11
2009-09-27,2007-05-02,emnid,2007-05-02,2007-05-02,5083,fdp,10
2009-09-27,2007-05-03,infratest_dimap,2007-05-03,2007-05-03,1500,fdp,10
2009-09-27,2007-05-08,emnid,2007-05-08,2007-05-08,5683,fdp,10
2009-09-27,2007-05-09,forsa,2007-05-09,2007-05-09,2001,fdp,12
2009-09-27,2007-05-11,infratest_dimap,2007-05-11,2007-05-11,1000,fdp,10
2009-09-27,2007-05-15,emnid,2007-05-15,2007-05-15,3689,fdp,11
2009-09-27,2007-05-15,forsa,2007-05-15,2007-05-15,2501,fdp,11
2009-09-27,2007-05-16,infratest_dimap,2007-05-16,2007-05-16,1000,fdp,9
2009-09-27,2007-05-16,allensbach,2007-05-16,2007-05-16,NA,fdp,12.5
2009-09-27,2007-05-18,fgruppe_wahlen,2007-05-18,2007-05-18,1260,fdp,8
2009-09-27,2007-05-20,emnid,2007-05-20,2007-05-20,2599,fdp,11
2009-09-27,2007-05-22,emnid,2007-05-22,2007-05-22,3639,fdp,10
2009-09-27,2007-05-23,forsa,2007-05-23,2007-05-23,2002,fdp,10
2009-09-27,2007-05-25,gms,2007-05-25,2007-05-25,1006,fdp,10
2009-09-27,2007-05-29,emnid,2007-05-29,2007-05-29,5544,fdp,10
2009-09-27,2007-05-30,forsa,2007-05-30,2007-05-30,2503,fdp,10
2009-09-27,2007-06-01,fgruppe_wahlen,2007-06-01,2007-06-01,1234,fdp,8
2009-09-27,2007-06-05,forsa,2007-06-05,2007-06-05,2002,fdp,9
2009-09-27,2007-06-06,emnid,2007-06-06,2007-06-06,5047,fdp,10
2009-09-27,2007-06-07,infratest_dimap,2007-06-07,2007-06-07,1500,fdp,9
2009-09-27,2007-06-12,emnid,2007-06-12,2007-06-12,3669,fdp,10
2009-09-27,2007-06-13,allensbach,2007-06-13,2007-06-13,NA,fdp,10.5
2009-09-27,2007-06-13,forsa,2007-06-13,2007-06-13,2501,fdp,8
2009-09-27,2007-06-14,infratest_dimap,2007-06-14,2007-06-14,1000,fdp,9
2009-09-27,2007-06-19,emnid,2007-06-19,2007-06-19,5493,fdp,10
2009-09-27,2007-06-20,forsa,2007-06-20,2007-06-20,2501,fdp,10
2009-09-27,2007-06-22,fgruppe_wahlen,2007-06-22,2007-06-22,1306,fdp,9
2009-09-27,2007-06-23,forsa,2007-06-23,2007-06-23,2501,fdp,10
2009-09-27,2007-06-24,infratest_dimap,2007-06-24,2007-06-24,1000,fdp,9
2009-09-27,2007-06-25,gms,2007-06-25,2007-06-25,1009,fdp,10
2009-09-27,2007-06-26,emnid,2007-06-26,2007-06-26,2759,fdp,10
2009-09-27,2007-07-04,emnid,2007-07-04,2007-07-04,3211,fdp,10
2009-09-27,2007-07-04,forsa,2007-07-04,2007-07-04,2503,fdp,10
2009-09-27,2007-07-05,infratest_dimap,2007-07-05,2007-07-05,1500,fdp,10
2009-09-27,2007-07-11,emnid,2007-07-11,2007-07-11,3248,fdp,10
2009-09-27,2007-07-11,forsa,2007-07-11,2007-07-11,2501,fdp,9
2009-09-27,2007-07-12,infratest_dimap,2007-07-12,2007-07-12,1000,fdp,9
2009-09-27,2007-07-17,allensbach,2007-07-17,2007-07-17,2000,fdp,9.4
2009-09-27,2007-07-18,emnid,2007-07-18,2007-07-18,3657,fdp,10
2009-09-27,2007-07-18,forsa,2007-07-18,2007-07-18,2501,fdp,10
2009-09-27,2007-07-20,fgruppe_wahlen,2007-07-20,2007-07-20,1174,fdp,9
2009-09-27,2007-07-25,emnid,2007-07-25,2007-07-25,3217,fdp,9
2009-09-27,2007-07-25,forsa,2007-07-25,2007-07-25,2501,fdp,9
2009-09-27,2007-07-30,gms,2007-07-30,2007-07-30,1005,fdp,9
2009-09-27,2007-08-01,emnid,2007-08-01,2007-08-01,4142,fdp,10
2009-09-27,2007-08-01,forsa,2007-08-01,2007-08-01,2501,fdp,9
2009-09-27,2007-08-02,infratest_dimap,2007-08-02,2007-08-02,1500,fdp,9
2009-09-27,2007-08-08,emnid,2007-08-08,2007-08-08,5058,fdp,10
2009-09-27,2007-08-08,forsa,2007-08-08,2007-08-08,2502,fdp,11
2009-09-27,2007-08-10,infratest_dimap,2007-08-10,2007-08-10,1000,fdp,10
2009-09-27,2007-08-14,allensbach,2007-08-14,2007-08-14,2000,fdp,10.5
2009-09-27,2007-08-15,emnid,2007-08-15,2007-08-15,4135,fdp,10
2009-09-27,2007-08-15,forsa,2007-08-15,2007-08-15,2502,fdp,10
2009-09-27,2007-08-17,fgruppe_wahlen,2007-08-17,2007-08-17,1267,fdp,9
2009-09-27,2007-08-21,emnid,2007-08-21,2007-08-21,2749,fdp,11
2009-09-27,2007-08-22,forsa,2007-08-22,2007-08-22,2500,fdp,11
2009-09-27,2007-08-28,emnid,2007-08-28,2007-08-28,4587,fdp,10
2009-09-27,2007-08-29,forsa,2007-08-29,2007-08-29,2501,fdp,9
2009-09-27,2007-08-30,gms,2007-08-30,2007-08-30,1004,fdp,9
2009-09-27,2007-09-04,emnid,2007-09-04,2007-09-04,5024,fdp,9
2009-09-27,2007-09-05,forsa,2007-09-05,2007-09-05,2500,fdp,9
2009-09-27,2007-09-06,infratest_dimap,2007-09-06,2007-09-06,1500,fdp,9
2009-09-27,2007-09-11,emnid,2007-09-11,2007-09-11,4117,fdp,10
2009-09-27,2007-09-12,forsa,2007-09-12,2007-09-12,2501,fdp,8
2009-09-27,2007-09-14,fgruppe_wahlen,2007-09-14,2007-09-14,1209,fdp,8
2009-09-27,2007-09-18,emnid,2007-09-18,2007-09-18,2750,fdp,9
2009-09-27,2007-09-19,allensbach,2007-09-19,2007-09-19,NA,fdp,10.8
2009-09-27,2007-09-19,forsa,2007-09-19,2007-09-19,2501,fdp,8
2009-09-27,2007-09-20,infratest_dimap,2007-09-20,2007-09-20,1000,fdp,10
2009-09-27,2007-09-25,emnid,2007-09-25,2007-09-25,4132,fdp,11
2009-09-27,2007-09-25,gms,2007-09-25,2007-09-25,1005,fdp,9
2009-09-27,2007-09-26,forsa,2007-09-26,2007-09-26,2502,fdp,9
2009-09-27,2007-10-01,emnid,2007-10-01,2007-10-01,5046,fdp,9
2009-09-27,2007-10-03,forsa,2007-10-03,2007-10-03,2501,fdp,9
2009-09-27,2007-10-04,infratest_dimap,2007-10-04,2007-10-04,1500,fdp,8
2009-09-27,2007-10-05,fgruppe_wahlen,2007-10-05,2007-10-05,1329,fdp,7
2009-09-27,2007-10-10,forsa,2007-10-10,2007-10-10,2002,fdp,9
2009-09-27,2007-10-10,emnid,2007-10-10,2007-10-10,4130,fdp,9
2009-09-27,2007-10-16,allensbach,2007-10-16,2007-10-16,NA,fdp,10
2009-09-27,2007-10-16,emnid,2007-10-16,2007-10-16,4589,fdp,9
2009-09-27,2007-10-17,forsa,2007-10-17,2007-10-17,2502,fdp,9
2009-09-27,2007-10-18,infratest_dimap,2007-10-18,2007-10-18,1000,fdp,7
2009-09-27,2007-10-19,fgruppe_wahlen,2007-10-19,2007-10-19,1260,fdp,7
2009-09-27,2007-10-23,emnid,2007-10-23,2007-10-23,3221,fdp,9
2009-09-27,2007-10-24,forsa,2007-10-24,2007-10-24,2502,fdp,10
2009-09-27,2007-10-29,forsa,2007-10-29,2007-10-29,2503,fdp,9
2009-09-27,2007-10-30,emnid,2007-10-30,2007-10-30,3663,fdp,9
2009-09-27,2007-10-30,gms,2007-10-30,2007-10-30,1004,fdp,8
2009-09-27,2007-11-01,infratest_dimap,2007-11-01,2007-11-01,1500,fdp,8
2009-09-27,2007-11-06,emnid,2007-11-06,2007-11-06,5077,fdp,10
2009-09-27,2007-11-07,forsa,2007-11-07,2007-11-07,2502,fdp,8
2009-09-27,2007-11-09,fgruppe_wahlen,2007-11-09,2007-11-09,1255,fdp,7
2009-09-27,2007-11-14,emnid,2007-11-14,2007-11-14,5085,fdp,10
2009-09-27,2007-11-14,forsa,2007-11-14,2007-11-14,2503,fdp,10
2009-09-27,2007-11-14,allensbach,2007-11-14,2007-11-14,NA,fdp,11
2009-09-27,2007-11-15,infratest_dimap,2007-11-15,2007-11-15,1000,fdp,8
2009-09-27,2007-11-18,emnid,2007-11-18,2007-11-18,1885,fdp,10
2009-09-27,2007-11-21,emnid,2007-11-21,2007-11-21,5465,fdp,10
2009-09-27,2007-11-21,forsa,2007-11-21,2007-11-21,2501,fdp,9
2009-09-27,2007-11-23,fgruppe_wahlen,2007-11-23,2007-11-23,1303,fdp,6
2009-09-27,2007-11-27,emnid,2007-11-27,2007-11-27,3673,fdp,9
2009-09-27,2007-11-27,gms,2007-11-27,2007-11-27,1004,fdp,9
2009-09-27,2007-11-28,forsa,2007-11-28,2007-11-28,2500,fdp,10
2009-09-27,2007-12-04,emnid,2007-12-04,2007-12-04,4600,fdp,10
2009-09-27,2007-12-05,forsa,2007-12-05,2007-12-05,2500,fdp,10
2009-09-27,2007-12-06,infratest_dimap,2007-12-06,2007-12-06,1500,fdp,9
2009-09-27,2007-12-11,emnid,2007-12-11,2007-12-11,4130,fdp,8
2009-09-27,2007-12-12,forsa,2007-12-12,2007-12-12,2501,fdp,10
2009-09-27,2007-12-14,infratest_dimap,2007-12-14,2007-12-14,1000,fdp,10
2009-09-27,2007-12-14,fgruppe_wahlen,2007-12-14,2007-12-14,1352,fdp,7
2009-09-27,2007-12-18,allensbach,2007-12-18,2007-12-18,2000,fdp,10.4
2009-09-27,2007-12-18,emnid,2007-12-18,2007-12-18,5959,fdp,9
2009-09-27,2007-12-19,forsa,2007-12-19,2007-12-19,2503,fdp,10
2009-09-27,2007-12-21,gms,2007-12-21,2007-12-21,1011,fdp,10
2009-09-27,2007-12-26,forsa,2007-12-26,2007-12-26,2501,fdp,10
2009-09-27,2008-01-08,emnid,2008-01-08,2008-01-08,2316,fdp,10
2009-09-27,2008-01-09,forsa,2008-01-09,2008-01-09,1501,fdp,11
2009-09-27,2008-01-10,infratest_dimap,2008-01-10,2008-01-10,1500,fdp,9
2009-09-27,2008-01-11,fgruppe_wahlen,2008-01-11,2008-01-11,1280,fdp,7
2009-09-27,2008-01-15,forsa,2008-01-15,2008-01-15,2501,fdp,11
2009-09-27,2008-01-16,emnid,2008-01-16,2008-01-16,3655,fdp,9
2009-09-27,2008-01-22,emnid,2008-01-22,2008-01-22,3664,fdp,10
2009-09-27,2008-01-22,allensbach,2008-01-22,2008-01-22,NA,fdp,11.1
2009-09-27,2008-01-22,gms,2008-01-22,2008-01-22,1006,fdp,9
